4825,38.17,392424.171
4830,37.55,392429.194
4835,36.95,392434.218
4840,36,392439.241
4845,36.08,392444.264
4850,35.52,392449.287
4855,34.97,392454.311
4860,34.69,392459.334
4865,33.9,392464.357
4870,33.9,392469.38
4875,33.64,392474.403
4880,33.13,392479.427
4885,32.87,392484.45
4890,32.62,392489.473
4895,32.38,392494.496
4900,32.38,392499.519
4905,31.89,392504.543
4910,31.41,392509.566
4915,31.18,392514.589
4920,30.95,392519.612
4925,30.49,392524.635
4930,30.26,392529.659
4935,30.26,392534.682
4940,30.04,392539.705
4945,29.38,392544.728
4950,29.38,392549.751
4955,28.73,392554.775
4960,28.31,392559.798
4965,28.11,392564.821
4970,27.7,392569.844
4975,27.09,392574.868
4980,26.89,392579.891
4985,26.7,392584.914
4990,26.5,392589.937
4995,26.12,392594.96
5000,25.92,392599.984
5005,25.55,392605.007
5010,25.17,392610.03
5015,24.99,392615.053
5020,24.62,392620.076
5025,24.26,392625.1
5030,23.73,392630.123
5035,23.37,392635.146
5040,23.37,392640.169
5045,22.86,392645.192
5050,22.34,392650.216
5055,22.18,392655.239
5060,22.01,392660.262
5065,21.84,392665.285
5070,21.51,392670.308
5075,21.18,392675.332
5080,20.86,392680.355
5085,20.53,392685.378
5090,20.22,392690.401
5095,19.9,392695.425
5100,19.58,392700.448
5105,19.12,392705.471
5110,18.81,392710.494
5115,18.5,392715.517
5120,18.35,392720.541
5125,18.05,392725.564
5130,17.6,392730.587
5135,17.45,392735.61
5140,17,392740.633
5145,16.71,392745.657
5150,16.56,392750.68
5155,16.13,392755.703
5160,15.69,392760.726
5165,15.41,392765.749
5170,15.26,392770.773
5175,14.69,392775.796
5180,14.55,392780.819
5185,14.27,392785.842
5190,13.99,392790.866
5195,13.85,392795.889
5200,13.57,392800.912
5205,13.16,392805.935
5210,13.02,392810.958
5215,12.75,392815.982
5220,12.2,392821.005
5225,12.2,392826.028
5230,11.8,392831.051
5235,11.26,392836.074
5240,11.13,392841.098
5245,10.86,392846.121
5250,10.59,392851.144
5255,10.33,392856.167
5260,10.06,392861.19
5265,9.8,392866.214
5270,9.67,392871.237
5275,9.28,392876.26
5280,8.89,392881.283
5285,8.76,392886.306
5290,8.24,392891.33
5295,7.99,392896.353
5300,7.86,392901.376
5305,7.35,392906.399
5310,6.84,392911.423
5315,6.71,392916.446
5320,6.34,392921.469
5325,6.09,392926.492
5330,5.96,392931.515
5335,5.71,392936.539
5340,5.46,392941.562
5345,5.34,392946.585
5350,4.97,392951.608
5355,4.72,392956.631
5360,4.48,392961.655
5365,4.11,392966.678
5370,3.75,392971.701
5375,3.63,392976.724
5380,3.15,392981.747
5385,2.91,392986.771
5390,2.79,392991.794
5395,2.31,392996.817
5400,1.95,393001.84
5405,1.72,393006.863
5410,1.48,393011.887
5415,1.36,393016.91
5420,1.01,393021.933
5425,0.78,393026.956
5430,0.55,393031.98
5435,0.2,393037.003
5440,-0.03,393042.026
5445,-0.26,393047.049
5450,-0.71,393052.072
5455,-0.83,393057.096
5460,-1.17,393062.119
5465,-1.51,393067.142
5470,-1.62,393072.165
5475,-1.95,393077.188
5480,-2.29,393082.212
5485,-2.51,393087.235
5490,-2.84,393092.258
5495,-3.28,393097.281
5500,-3.28,393102.304
5505,-3.71,393107.328
5510,-4.14,393112.351
5515,-4.36,393117.374
5520,-4.68,393122.397
5525,-5.1,393127.42
5530,-5.31,393132.444
5535,-5.63,393137.467
5540,-5.94,393142.49
5545,-6.04,393147.513
5550,-6.56,393152.537
5555,-6.97,393157.56
5560,-7.07,393162.583
5565,-7.38,393167.606
5570,-7.68,393172.629
5575,-7.88,393177.653
5580,-8.18,393182.676
5585,-8.58,393187.699
5590,-8.87,393192.722
5595,-9.07,393197.745
5600,-9.36,393202.769
5605,-9.55,393207.792
5610,-9.94,393212.815
5615,-10.32,393217.838
5620,-10.42,393222.861
5625,-10.6,393227.885
5630,-10.89,393232.908
5635,-11.08,393237.931
5640,-11.35,393242.954
5645,-11.63,393247.978
5650,-11.82,393253.001
5655,-12.18,393258.024
5660,-12.55,393263.047
5665,-12.64,393268.07
5670,-12.82,393273.094
5675,-13.08,393278.117
5680,-13.35,393283.14
5685,-13.71,393288.163
5690,-14.06,393293.186
5695,-14.14,393298.21
5700,-14.23,393303.233
5705,-14.66,393308.256
5710,-15,393313.279
5715,-15,393318.302
5720,-15.34,393323.326
5725,-15.68,393328.349
5730,-15.76,393333.372
5735,-16.26,393338.395
5740,-16.26,393343.418
5745,-16.43,393348.442
